A,B,Segment,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler
tcovhtypmht these race hustling bitches are disgraceful,0,1,14.29,0,0,14.29,0,0,0,0,0,0,0,0,0,0,28.57,0,14.29,0,0,0,0,0,0,14.29,14.29,14.29,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0
holy fuck they some bomb ass bitches at bucees,1,1,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,55.56,11.11,11.11,0,0,0,0,0,0,33.33,11.11,0,0,0,0,0,0,11.11,0,0,0,0,0,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
holy fuck white bitch with baby daddy straight goes who uses condoms anyways bitch maybe you should so youd stay outta the clinic,1,1,4.35,0,0,0,13.04,0,13.04,0,4.35,4.35,4.35,0,0,0,17.39,4.35,0,0,0,0,0,0,0,13.04,21.74,0,0,0,0,0,0,21.74,8.7,0,0,4.35,0,0,0,0,4.35,0,0,0,0,4.35,8.7,8.7,0,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,4.35,21.74,0,4.35,13.04,4.35,0,0,0,0,8.7,0,4.35,4.35,0,0,0
holy monkey balls its warm today,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,16.67,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0
holy sheep shit i have been on instagram in a coons age im seeing pictures from like weeks ago haha,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,5,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,5,5,0,0,15,10,5,0,5,5,0,0,0
holy shit the retard episode of wheel of foune again faastic,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0
home to chicken and penne alfredo and oreos and banjo,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
homework and boonies date with caitlin tonightgtgt,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0
honestly i think i would trash that young man and ill fuck his bitch and ill smack his mother prolly shot his ugly ass dog,1,1,4,4,0,0,16,0,16,4,0,4,4,4,0,0,16,0,4,0,0,0,0,0,0,12,20,0,0,0,0,0,0,20,4,0,4,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,4,4,0,0,0
honestly at this poi i doubt id fuck miley cyrus anymore that bitch is a mess,1,1,0,0,0,0,18.75,0,18.75,0,0,6.25,6.25,6.25,0,0,18.75,0,6.25,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,6.25,0,0,0,0,0,0
honestly if the most hoodiest ratchet bitch asked me to her prom im in dere,1,1,0,0,0,0,13.33,0,13.33,0,0,0,6.67,6.67,6.67,0,6.67,0,0,0,0,0,0,0,0,6.67,13.33,6.67,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,6.67,0,0,0,0,6.67,6.67,0,0,0,0,0,0
honestly its enough bad bitches in the universe for everyone not including dykes,1,1,0,0,0,0,23.08,7.69,15.38,0,0,0,0,7.69,7.69,0,23.08,0,7.69,7.69,0,7.69,0,0,0,15.38,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,0,0,0,0,7.69,0,0,0,0,0,7.69,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0
honkey ass bitch tryna tell me shit,1,1,0,0,0,0,14.29,0,14.29,0,0,14.29,0,0,0,0,57.14,0,0,0,0,0,0,0,0,57.14,14.29,14.29,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,14.29,14.29,0,0,0
hood niggas and bitches love emojis lmfao,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,28.57,0,14.29,14.29,0,0,0,0,42.86,14.29,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0
hope yall kno wen u eat pussy u one inch away from death,1,1,0,0,0,0,15.38,0,15.38,7.69,0,7.69,7.69,0,0,0,15.38,7.69,0,7.69,7.69,0,0,0,0,7.69,23.08,0,0,0,0,0,0,23.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.08,0,0,0,0,0,7.69,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,15.38,0,0,15.38,0,0,0,0,0,0,7.69,23.08,23.08,0,0,0
hope you find a bitch with some ass that satisfies ya needs,1,1,0,0,0,0,25,0,25,8.33,0,16.67,8.33,0,0,0,33.33,16.67,0,8.33,8.33,0,0,0,0,16.67,16.67,0,0,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,8.33,0,0,8.33,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,8.33,8.33,8.33,8.33,0,0,0
hopefully this niggah buys my gamma s cause i wa them,1,1,0,0,0,0,18.18,0,18.18,0,9.09,9.09,9.09,0,0,0,18.18,9.09,0,9.09,9.09,0,0,0,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,0
horny called me asking her to buy her a drink this morning and then this jiggaboo walks in with a sonic drink in her hand done,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,3.85,0,3.85,3.85,0,0,0,0,3.85,19.23,7.69,0,0,0,0,7.69,11.54,0,0,11.54,0,0,0,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,3.85,7.69,0,0,3.85,0,0,0,0,0,0,0,3.85,11.54,0,3.85,7.69,0,0,0,7.69,7.69,3.85,0,0,0,0,0,0
houston has so many trash drivers,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,0
how im supposed to know you not just a butch dyke if yeen got a beard my man,1,1,0,0,0,0,33.33,0,33.33,11.11,5.56,11.11,5.56,0,11.11,0,5.56,0,0,0,0,0,0,0,0,5.56,16.67,0,0,0,0,0,0,16.67,0,11.11,0,11.11,0,0,0,0,0,0,0,0,0,0,11.11,0,0,0,0,0,5.56,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,5.56,11.11,0,0,0,0,0
how paul gonna pick up the ball after a score and bitch to thevrefs and the warriors bench without getting a t,1,1,0,0,0,0,9.09,0,9.09,4.55,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,0,0,9.09,0,4.55,4.55,0,0,0,4.55,0,0,4.55,4.55,4.55,0,0,0
how about a charles in charge movie with shia lebouf as charlie and ryan gosling as buddy whynot,2,1,5.56,5.56,0,0,5.56,0,5.56,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,5.56,0,5.56,0,0,5.56,0,5.56,0,11.11,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0
how are you gonna be a cu to your friends,1,1,10,10,0,0,10,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,30,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,0,0,0
how bout them redskins,2,1,0,0,0,0,25,0,25,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how can i not take my style back from niccas when niccas was taking my style way beforepreach rns,1,1,0,0,0,0,15.79,0,15.79,5.26,5.26,5.26,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,0,0,10.53,10.53,0,0,10.53,0,0,0,5.26,5.26,5.26,0,0,0,0,0,0
how can a nigga take you serious when youre a hoe lol like,1,1,0,0,0,0,15.38,0,15.38,7.69,7.69,7.69,0,0,0,0,15.38,0,0,0,0,0,0,0,0,15.38,23.08,0,0,0,0,0,0,23.08,0,0,7.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,7.69,0,15.38,0,7.69,7.69,0,0,0
how can dre drop it but so much cus will illegally download it or go on itunes to get it should be a fuckin hardcore cd in shops only,1,1,3.45,0,0,3.45,17.24,0,17.24,3.45,3.45,6.9,3.45,0,6.9,0,6.9,0,3.45,0,0,0,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,0,3.45,6.9,3.45,0,0,3.45,0,0,0,0,0,0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,6.9,10.34,0,6.9,6.9,0,0,0,0,0,3.45,3.45,0,0,0,0,0
how can you say you do wa a nigga thats friendly but your pussy is like casper the friendly ghost,1,1,10,10,0,0,15,0,15,5,5,5,0,0,5,0,20,10,0,10,10,0,0,0,0,10,30,15,10,0,0,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
how come i wo pray but find time for a bitch,1,1,0,0,0,0,27.27,0,27.27,18.18,9.09,0,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,9.09,9.09,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,0,9.09,9.09,0,0,0,0,0,0,9.09,0,0,0,0,0
how could you do this to me bitch,1,1,0,0,0,0,25,0,25,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how could you do this to meeeeeee bitch,1,1,0,0,0,0,25,0,25,12.5,12.5,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how da fucc we gone believe that you out here selling bricks wit some diy ass kicks nicca u ai sellin shit,1,1,4.55,4.55,0,0,9.09,0,9.09,9.09,4.55,0,0,0,0,0,13.64,0,4.55,0,0,0,0,0,0,9.09,13.64,0,0,0,0,0,0,13.64,0,0,0,0,4.55,0,0,4.55,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,18.18,0,9.09,9.09,0,0,0,0,4.55,4.55,0,9.09,9.09,0,0,0
how did i get stuck with the worlds biggest cu for a sister i just wanna set the cu on fire and send her straight to hell,1,1,3.7,3.7,0,0,7.41,0,7.41,3.7,3.7,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,3.7,7.41,0,0,0,0,0,0,7.41,3.7,0,7.41,0,0,0,0,0,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,3.7,3.7,0,0,0,0,0,0,3.7,11.11,0,0,11.11,0,0,0,0,7.41,0,3.7,3.7,3.7,0,0,0
how do i tell this cashier that im tryna fuck her right in the pussy,1,1,0,0,0,0,13.33,0,13.33,6.67,6.67,6.67,0,0,0,0,13.33,0,0,0,0,0,0,0,0,13.33,13.33,6.67,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,13.33,0,6.67,6.67,0,0,0
how do ask a broad to just eat her pussy,1,1,0,0,0,0,10,0,10,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,20,10,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
how do you bloke someone on insta dumb bitch scares me,1,1,0,0,0,0,18.18,0,18.18,9.09,9.09,0,9.09,0,0,0,27.27,0,18.18,9.09,0,9.09,9.09,0,0,9.09,36.36,9.09,0,0,0,9.09,0,27.27,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0
how do you go to sleep at night bitch if im not the one sleeping with youuu,1,1,0,0,0,0,29.41,11.76,17.65,5.88,5.88,0,5.88,0,11.76,0,5.88,0,0,0,0,0,0,0,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76,5.88,0,5.88,5.88,0,0,0,5.88,0,5.88,0,0,0,0,0,0
how do you photoshop yourself and still be ugly thats like cheating on test and still failing be ashamed bitch,1,1,10,0,5,5,5,0,5,5,5,0,0,0,0,0,20,0,15,5,0,5,0,0,0,5,15,5,0,0,5,5,0,10,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
how filthy of a cu is to pretend that obama threatening amnesty is not vastly more egregious than boehner on obamacare tcot,1,1,4.55,0,0,4.55,18.18,0,18.18,4.55,4.55,0,0,0,9.09,0,9.09,0,9.09,0,0,0,0,0,0,0,4.55,4.55,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,4.55,0,0,0,0,0,9.09,0,0,0,0,0,0
how he move in a room full of nos how he stay faithful in a room full of hoes,1,1,0,0,0,0,10.53,0,10.53,10.53,10.53,0,0,0,0,0,5.26,0,0,0,0,0,0,0,0,5.26,21.05,5.26,0,0,0,5.26,0,15.79,0,0,5.26,10.53,0,0,0,0,15.79,0,10.53,0,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,10.53,0,0,0,0,5.26,42.11,0,5.26,36.84,0,0,0,0,0,0,0,0,0,0,0,0
how is angry birds the movie going to work theyre just floating bird heads,2,1,7.14,0,7.14,0,7.14,0,7.14,7.14,7.14,0,0,0,0,0,7.14,0,7.14,7.14,0,7.14,0,7.14,0,0,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,14.29,7.14,0,7.14,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,7.14,0,7.14,0,0,0,0,0,0,14.29,14.29,0,0,0,0,0
how is that not a yellow on ronaldo for full on body bumping the ref,2,1,0,0,0,0,13.33,0,13.33,6.67,6.67,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,13.33,0,0,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,0
how long after the redskins change their nsme will all memorabilia wredskind name be deemef racist and therefore illegal any thoughts,2,1,4.76,0,0,4.76,28.57,4.76,23.81,14.29,9.52,0,4.76,0,0,0,9.52,0,9.52,0,0,0,0,0,0,0,14.29,4.76,0,0,0,4.76,0,9.52,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,4.76,0,0,4.76,0,0,0,9.52,0,0,4.76,0,0,0,0,0
how long are they going to let the fools in ferguson coinue stop pussy footin amp disperse them by whatever means necessary,2,1,0,0,0,0,9.09,0,9.09,9.09,4.55,0,0,0,0,0,9.09,0,4.55,0,0,0,0,0,0,4.55,13.64,4.55,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,4.55,0,0,4.55,0,0,0,0,0,0,0,0,9.09,9.09,0,0,9.09,0,0,0,4.55,0,9.09,9.09,0,0,0,0,0
how many yankees players have k hits you have to put derekjeter in the conversation for best yankee ever his numbers demand it,2,1,8.7,0,4.35,4.35,8.7,4.35,4.35,4.35,4.35,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,13.04,4.35,0,0,0,0,4.35,8.7,0,0,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,0,0,0,0,0,8.7,8.7,0,4.35,4.35,0,0,0,4.35,0,0,8.7,4.35,4.35,4.35,0,0
how many times you hoes look at my picture a day,1,1,0,0,0,0,9.09,0,9.09,9.09,9.09,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,9.09,18.18,0,0,0,0,0,0,18.18,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.18,18.18,9.09,0,0,18.18,0,0,18.18,0,0,0,0,0,0,0,0
how mich time the p o p hold it down nigga bitch catch,1,1,0,0,0,0,7.69,0,7.69,7.69,7.69,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.69,0,0,0,0,0,0,15.38,15.38,0,7.69,7.69,0,0,0,0,0,0,0,0,0,0,0,0
how my bestf gon call me people like ima regular niggah to her now smh,1,1,0,0,0,0,6.67,0,6.67,6.67,6.67,0,0,0,0,0,13.33,0,6.67,0,0,0,0,0,0,6.67,13.33,6.67,0,0,0,0,6.67,6.67,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,6.67,0,6.67,0,0,0,0,6.67,0,6.67,13.33,20,20,0,0,0
how she stay faithful with a room full of hoes,1,1,0,0,0,0,10,0,10,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,30,10,0,0,0,10,0,20,0,0,20,0,0,0,0,0,20,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,30,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0
how tf you act like a bitch,1,1,0,0,0,0,14.29,0,14.29,14.29,14.29,0,0,0,0,0,28.57,0,0,0,0,0,0,0,0,28.57,14.29,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,0,0,0,0,0,0,0,14.29,14.29,0,0,0
how the hell was david murphys hit not a home run clearly over the yellow line another umpire mess up smh,2,1,0,0,0,0,19.05,0,19.05,4.76,4.76,0,0,4.76,9.52,0,19.05,0,14.29,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,4.76,0,0,4.76,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,9.52,19.05,4.76,0,0,0,4.76,0,0,4.76,4.76,0,0,0
how this ugly ass nigga gets more pussy than me,1,1,0,0,0,0,20,0,20,10,10,0,0,0,10,0,40,0,10,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
how u know u do get real life pussy only carin bout her eerin your dms she can eer my dms anytime,1,1,0,0,0,0,22.73,0,22.73,9.09,4.55,4.55,4.55,4.55,0,0,9.09,0,4.55,4.55,0,4.55,4.55,0,0,4.55,27.27,0,0,0,0,0,0,22.73,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,18.18,0,0,0,0,0,0,0,4.55,0,4.55,0,9.09,9.09,0,0,0
how yall associate or even eeain that bitch ass nigga is beyond my comprehension,1,1,7.14,7.14,0,0,21.43,0,21.43,14.29,7.14,0,7.14,0,7.14,0,21.43,0,0,0,0,0,0,0,0,21.43,7.14,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,7.14,0,0,0,0,0,7.14,0,0,0,0,0,0
how you cry like a bitch every time me other chiefs fans have friendly debates,1,1,13.33,6.67,0,6.67,20,6.67,13.33,6.67,6.67,0,0,0,6.67,0,20,6.67,6.67,13.33,6.67,6.67,0,0,6.67,6.67,26.67,20,6.67,0,0,0,13.33,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how you fucc for cash but u not a hoe and how im going to respect u if your poccets broke,1,1,4.76,0,0,4.76,23.81,0,23.81,9.52,9.52,0,4.76,0,14.29,0,14.29,4.76,4.76,0,0,0,0,0,0,4.76,28.57,4.76,4.76,0,0,0,0,23.81,0,0,4.76,0,0,0,0,0,4.76,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,9.52,9.52,9.52,0,0,0
how you gone wife a bitch that let niggas lick on her head in public,1,1,6.67,6.67,0,0,6.67,0,6.67,6.67,6.67,0,0,0,0,0,13.33,0,0,0,0,0,0,0,0,13.33,20,0,0,0,0,0,0,20,6.67,0,13.33,0,0,0,0,0,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.33,0,6.67,6.67,0,0,0,0,6.67,0,0,0,0,0,0,0
how you gonna use my name while you talmbout pussy tastes lol,1,1,0,0,0,0,16.67,0,16.67,8.33,16.67,0,0,0,0,0,8.33,0,0,0,0,0,0,0,0,8.33,25,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,0,0,0,0,8.33,8.33,0,0,0,0,0,0,8.33,0,8.33,8.33,16.67,16.67,0,0,0
how you just gon sta some mess and try to break up that man home for racks ill kill that hoe for breezy fam,1,1,12.5,4.17,4.17,4.17,8.33,0,8.33,4.17,4.17,4.17,0,0,0,0,12.5,0,8.33,0,0,0,0,0,0,4.17,20.83,4.17,0,0,4.17,0,0,16.67,4.17,0,4.17,4.17,0,0,0,0,4.17,0,4.17,0,0,0,4.17,0,0,0,0,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,8.33,0,0,8.33,0,0,0,0,0,0,8.33,8.33,8.33,0,0,0
how you like them apples you pineapple bitch,1,1,0,0,0,0,12.5,0,12.5,12.5,12.5,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,12.5,37.5,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how you livin hoe,1,1,0,0,0,0,25,0,25,25,25,0,0,0,0,0,25,0,0,0,0,0,0,0,0,25,50,0,0,0,0,0,0,50,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how you rap but ca getcho bitch to ya music put the mic down bro,1,1,6.67,6.67,0,0,13.33,0,13.33,6.67,6.67,0,0,0,6.67,0,6.67,0,0,0,0,0,0,0,0,6.67,20,0,0,0,0,0,0,20,0,0,0,6.67,0,0,0,0,13.33,13.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,6.67,6.67,0,6.67,0,0,0,0,0,13.33,13.33,0,0,0
